UserID,AgeRange,IncomeRange,SavingsLevel,DebtLevel,HasDependents,PrimaryGoal,SelfReportedTolerance,InvestmentKnowledge,LiquidityNeeds,TimeHorizonYears,RiskProfile
2233,25-34,₹5-12 LPA,Medium,Low,Yes,Other,Medium,Intermediate,Medium,25,Moderate
2234,18-24,₹5-12 LPA,Low,Medium,No,Wealth,High,Intermediate,High,7,Moderate
2235,45-54,< ₹5 LPA,Medium,Low,Yes,Business,Medium,Intermediate,High,25,Moderate
2236,25-34,₹5-12 LPA,High,High,Yes,Retirement,High,Beginner,High,18,Aggressive
2237,55+,₹5-12 LPA,Medium,Low,Yes,Wealth,Medium,Intermediate,High,7,Conservative
2238,35-44,₹12-25 LPA,Medium,Low,No,Wealth,Low,Beginner,High,25,Conservative
2239,55+,₹12-25 LPA,High,Low,Yes,Retirement,High,Beginner,Medium,13,Conservative
2240,25-34,₹5-12 LPA,High,Medium,Yes,Wealth,Medium,Beginner,High,25,Moderate
2241,55+,₹25+ LPA,High,Medium,Yes,ChildEdu,Medium,Advanced,Medium,18,Conservative
2242,45-54,₹12-25 LPA,Low,Medium,No,Retirement,Medium,Beginner,Low,18,Moderate
2243,45-54,₹12-25 LPA,Medium,Medium,Yes,Marriage,Medium,Beginner,Medium,13,Moderate
2244,45-54,< ₹5 LPA,Medium,Low,Yes,Marriage,High,Beginner,Low,7,Aggressive
2245,45-54,< ₹5 LPA,Medium,Medium,Yes,Retirement,Low,Beginner,Low,18,Conservative
2246,35-44,< ₹5 LPA,Medium,Medium,No,ChildEdu,High,Advanced,Low,13,Moderate
2247,18-24,₹5-12 LPA,Low,Low,Yes,Other,Low,Advanced,Low,13,Moderate
2248,18-24,₹5-12 LPA,Medium,Low,Yes,Marriage,Medium,Beginner,High,18,Moderate
2249,55+,₹5-12 LPA,Medium,Low,Yes,Business,Low,Beginner,High,18,Conservative
2250,35-44,₹12-25 LPA,Low,Low,No,Retirement,Medium,Beginner,Medium,3,Conservative
2251,45-54,₹12-25 LPA,Medium,Medium,Yes,Retirement,Low,Intermediate,High,13,Conservative
2252,35-44,₹25+ LPA,Low,Low,No,ChildEdu,Medium,Beginner,Low,13,Moderate
2253,18-24,₹5-12 LPA,Medium,Low,No,Retirement,Low,Beginner,High,3,Conservative
2254,18-24,₹5-12 LPA,Low,Low,No,Retirement,Low,Intermediate,Medium,7,Conservative
2255,45-54,< ₹5 LPA,Medium,High,Yes,Retirement,Medium,Beginner,Low,3,Conservative
2256,35-44,< ₹5 LPA,Medium,High,No,Property,Low,Beginner,Low,25,Conservative
2257,25-34,< ₹5 LPA,Medium,Low,Yes,ChildEdu,Low,Beginner,Medium,25,Conservative
2258,35-44,₹5-12 LPA,Medium,Low,Yes,Wealth,Low,Beginner,Low,3,Conservative
2259,18-24,₹5-12 LPA,High,Low,No,Retirement,Medium,Intermediate,Medium,3,Conservative
2260,35-44,₹12-25 LPA,Low,Medium,Yes,Property,Medium,Advanced,Low,25,Moderate
2261,25-34,< ₹5 LPA,Low,Low,Yes,Retirement,Low,Beginner,Low,13,Moderate
2262,45-54,₹12-25 LPA,High,Medium,Yes,Property,Low,Beginner,Low,25,Conservative
2263,25-34,₹5-12 LPA,Low,Medium,No,Retirement,Medium,Advanced,High,25,Moderate
2264,35-44,< ₹5 LPA,High,High,Yes,Other,Medium,Advanced,Low,18,Moderate
2265,18-24,₹5-12 LPA,High,Low,No,Wealth,High,Beginner,Low,7,Aggressive
2266,18-24,< ₹5 LPA,Medium,High,No,Property,Medium,Intermediate,Medium,25,Moderate
2267,25-34,₹5-12 LPA,High,Medium,No,Retirement,Medium,Beginner,High,25,Moderate
2268,35-44,₹5-12 LPA,Low,Low,Yes,Property,Medium,Intermediate,Medium,18,Moderate
2269,35-44,< ₹5 LPA,Medium,Low,No,Wealth,Medium,Advanced,High,18,Moderate
2270,25-34,< ₹5 LPA,Medium,Low,Yes,Retirement,High,Intermediate,Medium,13,Aggressive
2271,45-54,₹5-12 LPA,Medium,Low,Yes,Property,Medium,Beginner,Low,13,Moderate
2272,55+,₹25+ LPA,High,Low,Yes,Wealth,Medium,Beginner,Medium,25,Conservative
2273,45-54,₹5-12 LPA,Low,Medium,Yes,Wealth,Medium,Intermediate,Medium,25,Moderate
2274,18-24,₹12-25 LPA,Medium,Medium,Yes,Wealth,Medium,Intermediate,Medium,18,Moderate
2275,35-44,₹5-12 LPA,Medium,High,Yes,Wealth,Medium,Intermediate,Medium,25,Moderate
2276,18-24,₹25+ LPA,Medium,Low,Yes,Wealth,Medium,Beginner,Low,7,Moderate
2277,25-34,₹12-25 LPA,Low,High,Yes,ChildEdu,Low,Intermediate,High,7,Conservative
2278,55+,₹5-12 LPA,Medium,Low,No,Property,Medium,Intermediate,Medium,18,Conservative
2279,18-24,₹5-12 LPA,High,Medium,No,Wealth,High,Beginner,Medium,7,Aggressive
2280,35-44,₹12-25 LPA,Low,Low,No,Marriage,High,Beginner,Medium,18,Aggressive
2281,35-44,₹5-12 LPA,High,Low,Yes,Other,Medium,Beginner,Medium,7,Moderate
2282,45-54,₹5-12 LPA,Medium,High,Yes,Retirement,Low,Intermediate,Low,25,Conservative
2283,35-44,< ₹5 LPA,Medium,Low,No,ChildEdu,Low,Intermediate,High,25,Moderate
2284,18-24,₹12-25 LPA,Medium,Medium,Yes,ChildEdu,Medium,Advanced,High,13,Moderate
2285,25-34,₹12-25 LPA,Low,Medium,No,ChildEdu,High,Beginner,Low,7,Moderate
2286,35-44,< ₹5 LPA,Medium,Medium,Yes,Retirement,Medium,Advanced,High,18,Moderate
2287,18-24,₹5-12 LPA,High,Medium,No,Business,Low,Intermediate,Medium,25,Conservative
2288,25-34,₹5-12 LPA,Medium,Medium,Yes,Retirement,High,Beginner,Medium,18,Moderate
2289,18-24,< ₹5 LPA,High,Low,Yes,Business,High,Beginner,Low,3,Conservative
2290,18-24,₹25+ LPA,Medium,Medium,No,Marriage,Medium,Beginner,Medium,3,Conservative
2291,25-34,< ₹5 LPA,Low,High,Yes,ChildEdu,Medium,Advanced,Low,13,Conservative
2292,18-24,< ₹5 LPA,Medium,Low,Yes,ChildEdu,Medium,Beginner,Medium,7,Moderate
2293,35-44,₹5-12 LPA,High,Low,Yes,Marriage,Medium,Beginner,Medium,25,Moderate
2294,45-54,₹12-25 LPA,Medium,Medium,No,Wealth,High,Beginner,High,25,Moderate
2295,45-54,< ₹5 LPA,High,Medium,Yes,Wealth,Low,Advanced,Low,7,Conservative
2296,25-34,₹5-12 LPA,High,Medium,Yes,Wealth,Medium,Beginner,High,13,Moderate
2297,25-34,₹5-12 LPA,Medium,Low,Yes,Other,Medium,Beginner,Medium,7,Moderate
2298,18-24,< ₹5 LPA,Low,Medium,Yes,Property,High,Beginner,Medium,25,Moderate
2299,35-44,< ₹5 LPA,Medium,Low,No,Wealth,High,Beginner,High,18,Moderate
2300,45-54,₹5-12 LPA,Medium,Medium,Yes,Wealth,High,Beginner,Medium,18,Moderate
2301,18-24,< ₹5 LPA,Medium,Medium,Yes,Wealth,Medium,Intermediate,Medium,13,Moderate
2302,55+,₹25+ LPA,Medium,Low,Yes,Retirement,High,Advanced,Medium,18,Conservative
2303,18-24,₹12-25 LPA,Medium,Medium,Yes,Other,Medium,Advanced,Medium,13,Moderate
2304,35-44,₹25+ LPA,Medium,High,Yes,Property,Medium,Intermediate,Medium,13,Moderate
2305,45-54,< ₹5 LPA,Medium,Medium,Yes,Wealth,Low,Beginner,Medium,18,Conservative
2306,55+,₹25+ LPA,Medium,High,Yes,Retirement,High,Intermediate,High,18,Conservative
2307,45-54,₹5-12 LPA,Medium,Medium,No,ChildEdu,High,Beginner,Medium,7,Aggressive
2308,45-54,₹5-12 LPA,Medium,Medium,Yes,ChildEdu,Low,Beginner,Low,7,Conservative
2309,25-34,< ₹5 LPA,Medium,Low,No,ChildEdu,Low,Advanced,Medium,13,Conservative
2310,45-54,< ₹5 LPA,High,Low,Yes,Retirement,High,Advanced,Low,13,Moderate
2311,18-24,₹5-12 LPA,Medium,Low,Yes,Wealth,Medium,Intermediate,Medium,18,Moderate
2312,55+,₹5-12 LPA,Medium,Medium,Yes,Retirement,High,Advanced,Medium,25,Conservative
2313,35-44,< ₹5 LPA,Medium,High,Yes,ChildEdu,Low,Advanced,Medium,3,Conservative
2314,45-54,₹5-12 LPA,Low,Low,No,Retirement,Low,Intermediate,High,7,Conservative
2315,35-44,< ₹5 LPA,Low,Medium,No,Property,Medium,Intermediate,Low,7,Moderate
2316,35-44,₹5-12 LPA,High,Medium,No,ChildEdu,Low,Intermediate,High,18,Conservative
2317,35-44,₹5-12 LPA,Medium,Medium,No,ChildEdu,Low,Beginner,Medium,13,Conservative
2318,45-54,₹12-25 LPA,Medium,Low,Yes,Property,Low,Beginner,Medium,25,Conservative
2319,18-24,₹12-25 LPA,Medium,Medium,Yes,Marriage,Low,Intermediate,Medium,7,Conservative
2320,18-24,₹5-12 LPA,Low,Low,No,Retirement,Low,Beginner,High,18,Conservative
2321,25-34,₹5-12 LPA,Medium,Low,No,Retirement,High,Beginner,Medium,25,Aggressive
2322,25-34,₹5-12 LPA,Medium,High,Yes,Retirement,Low,Beginner,High,25,Conservative
2323,55+,₹12-25 LPA,Medium,Low,Yes,Other,Medium,Beginner,High,25,Conservative
2324,25-34,₹5-12 LPA,Medium,Low,Yes,ChildEdu,High,Advanced,High,25,Aggressive
2325,55+,< ₹5 LPA,Low,High,No,Property,Medium,Intermediate,Low,25,Conservative
2326,25-34,< ₹5 LPA,Low,Low,Yes,Retirement,Medium,Intermediate,High,7,Moderate
2327,25-34,₹5-12 LPA,High,Medium,Yes,Property,Medium,Advanced,High,7,Moderate
2328,45-54,₹5-12 LPA,Medium,Low,Yes,Retirement,High,Advanced,Medium,3,Conservative
2329,45-54,₹12-25 LPA,Medium,Low,No,Retirement,High,Intermediate,High,25,Aggressive
2330,35-44,< ₹5 LPA,Low,Low,Yes,Property,Medium,Advanced,High,25,Moderate
2331,35-44,₹5-12 LPA,Low,Low,No,ChildEdu,High,Beginner,Medium,7,Moderate
2332,45-54,₹12-25 LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,Low,18,Moderate
2333,25-34,₹12-25 LPA,Medium,Medium,No,Marriage,Low,Beginner,Medium,25,Moderate
2334,55+,₹5-12 LPA,Medium,Medium,No,Other,High,Intermediate,Low,25,Conservative
2335,55+,₹5-12 LPA,Low,High,Yes,ChildEdu,Medium,Intermediate,Low,18,Conservative
2336,45-54,₹5-12 LPA,Medium,Low,Yes,Marriage,High,Intermediate,Medium,25,Aggressive
2337,25-34,₹25+ LPA,Low,Medium,Yes,Other,Low,Intermediate,Medium,13,Conservative
2338,45-54,< ₹5 LPA,Low,Medium,Yes,Wealth,Medium,Beginner,Medium,13,Moderate
2339,18-24,₹25+ LPA,Medium,High,No,Property,High,Beginner,High,18,Moderate
2340,18-24,₹5-12 LPA,Low,Low,Yes,Business,Low,Intermediate,Medium,13,Conservative
2341,25-34,₹5-12 LPA,Low,Medium,Yes,Retirement,High,Beginner,High,3,Conservative
2342,35-44,< ₹5 LPA,Medium,High,Yes,Property,High,Intermediate,Low,25,Moderate
2343,55+,₹5-12 LPA,Medium,Low,Yes,ChildEdu,High,Intermediate,High,25,Conservative
2344,45-54,₹5-12 LPA,High,High,No,Retirement,Medium,Intermediate,High,25,Moderate
2345,45-54,< ₹5 LPA,Medium,Low,Yes,ChildEdu,Medium,Beginner,Medium,13,Moderate
2346,35-44,₹5-12 LPA,Low,Medium,No,Retirement,High,Intermediate,Low,18,Moderate
2347,25-34,₹25+ LPA,Low,High,No,Marriage,Medium,Advanced,Medium,13,Conservative
2348,25-34,₹5-12 LPA,High,Medium,Yes,Property,Medium,Advanced,High,3,Conservative
2349,55+,₹12-25 LPA,Medium,Medium,Yes,Property,High,Advanced,High,18,Conservative
2350,18-24,< ₹5 LPA,Medium,Low,No,Retirement,Medium,Intermediate,Medium,7,Moderate
2351,55+,₹5-12 LPA,Low,High,Yes,Retirement,High,Beginner,Medium,3,Conservative
2352,35-44,< ₹5 LPA,Medium,Medium,Yes,Property,Low,Intermediate,Low,25,Moderate
2353,35-44,₹5-12 LPA,Low,Low,Yes,Other,Low,Advanced,Medium,3,Conservative
2354,45-54,₹25+ LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,High,25,Moderate
2355,35-44,₹5-12 LPA,High,Medium,No,ChildEdu,Medium,Beginner,Low,18,Moderate
2356,55+,< ₹5 LPA,High,Low,Yes,Wealth,Medium,Beginner,High,25,Conservative
2357,55+,₹5-12 LPA,Medium,Low,Yes,Retirement,Low,Intermediate,High,3,Conservative
2358,35-44,₹5-12 LPA,Medium,Low,No,Wealth,High,Beginner,High,18,Aggressive
2359,25-34,₹5-12 LPA,High,Medium,No,Property,Medium,Beginner,Low,13,Moderate
2360,35-44,₹12-25 LPA,Medium,Medium,Yes,ChildEdu,Medium,Advanced,Low,25,Moderate
2361,55+,₹12-25 LPA,Low,Medium,No,ChildEdu,Low,Intermediate,Low,13,Conservative
2362,25-34,₹5-12 LPA,Medium,High,Yes,ChildEdu,Medium,Beginner,High,7,Moderate
2363,35-44,₹5-12 LPA,Low,High,No,ChildEdu,Low,Beginner,Medium,25,Conservative
2364,35-44,< ₹5 LPA,Medium,Medium,Yes,Wealth,Low,Beginner,Low,13,Conservative
2365,45-54,< ₹5 LPA,Medium,Low,Yes,Business,Medium,Beginner,High,3,Conservative
2366,18-24,₹5-12 LPA,Medium,Medium,No,Marriage,Low,Beginner,Low,13,Moderate
2367,45-54,₹5-12 LPA,Medium,Medium,Yes,Wealth,Low,Intermediate,Low,18,Moderate
2368,55+,₹5-12 LPA,Low,Medium,No,ChildEdu,Medium,Intermediate,Medium,7,Conservative
2369,25-34,₹5-12 LPA,Medium,Medium,Yes,Marriage,Low,Intermediate,Low,13,Conservative
2370,25-34,< ₹5 LPA,High,Low,No,Property,Medium,Beginner,Low,3,Conservative
2371,55+,₹5-12 LPA,Medium,High,No,Wealth,Low,Intermediate,Medium,18,Conservative
2372,25-34,< ₹5 LPA,Medium,Low,Yes,ChildEdu,Medium,Advanced,High,25,Moderate
2373,55+,< ₹5 LPA,High,Medium,No,Marriage,Medium,Beginner,High,13,Conservative
2374,35-44,₹12-25 LPA,High,Low,Yes,Wealth,Low,Beginner,Medium,13,Conservative
2375,25-34,< ₹5 LPA,Low,High,No,ChildEdu,High,Intermediate,High,3,Conservative
2376,55+,₹5-12 LPA,Low,Low,Yes,Retirement,High,Intermediate,Medium,7,Conservative
2377,35-44,< ₹5 LPA,Medium,Low,No,Property,Low,Beginner,Medium,7,Conservative
2378,35-44,₹12-25 LPA,High,Low,Yes,ChildEdu,High,Intermediate,High,13,Aggressive
2379,25-34,₹5-12 LPA,High,Low,Yes,Marriage,Low,Intermediate,Medium,18,Moderate
2380,35-44,< ₹5 LPA,High,Low,Yes,Other,Low,Advanced,Medium,25,Conservative
2381,25-34,₹5-12 LPA,Medium,Medium,Yes,Property,Low,Beginner,Medium,3,Conservative
2382,25-34,₹12-25 LPA,Medium,Medium,No,Property,Medium,Intermediate,Medium,18,Moderate
2383,55+,₹25+ LPA,Low,Low,No,Marriage,Medium,Beginner,Medium,18,Conservative
2384,25-34,< ₹5 LPA,Low,Low,No,Retirement,Medium,Intermediate,High,18,Moderate
2385,45-54,₹12-25 LPA,Medium,High,Yes,ChildEdu,High,Intermediate,Low,25,Moderate
2386,25-34,₹25+ LPA,Medium,Medium,Yes,Wealth,Medium,Beginner,High,7,Moderate
2387,45-54,₹25+ LPA,Medium,Medium,Yes,Marriage,Medium,Advanced,Medium,3,Conservative
2388,18-24,₹5-12 LPA,Medium,Medium,No,Retirement,Medium,Beginner,Low,18,Moderate
2389,55+,₹5-12 LPA,Low,Low,No,Retirement,High,Intermediate,Medium,13,Conservative
2390,35-44,₹5-12 LPA,Medium,Low,Yes,Marriage,Low,Beginner,Medium,3,Conservative
2391,25-34,₹12-25 LPA,Low,Low,Yes,Wealth,Medium,Intermediate,High,7,Moderate
2392,18-24,₹5-12 LPA,Medium,High,Yes,Wealth,Medium,Beginner,Medium,13,Moderate
2393,25-34,₹5-12 LPA,Medium,High,No,ChildEdu,Medium,Advanced,Medium,18,Moderate
2394,35-44,₹5-12 LPA,Medium,Medium,No,Wealth,Medium,Advanced,Medium,7,Moderate
2395,25-34,₹12-25 LPA,High,Low,No,Property,Medium,Advanced,Low,13,Moderate
2396,45-54,₹12-25 LPA,Low,Low,Yes,Marriage,Medium,Beginner,Medium,13,Moderate
2397,35-44,< ₹5 LPA,Medium,Low,No,Property,Medium,Intermediate,Medium,13,Moderate
2398,25-34,₹12-25 LPA,Medium,Medium,No,Retirement,Medium,Beginner,Medium,25,Moderate
2399,35-44,₹5-12 LPA,Medium,Low,Yes,Other,Low,Advanced,Medium,3,Conservative
2400,45-54,₹12-25 LPA,High,High,Yes,Retirement,Medium,Intermediate,High,25,Moderate
2401,25-34,₹5-12 LPA,Medium,Low,Yes,ChildEdu,Medium,Intermediate,Medium,18,Moderate
2402,25-34,₹5-12 LPA,High,High,Yes,Wealth,Medium,Intermediate,High,25,Moderate
2403,18-24,₹25+ LPA,Low,Medium,No,Marriage,High,Beginner,Low,13,Aggressive
2404,45-54,< ₹5 LPA,High,Medium,Yes,Wealth,Medium,Intermediate,Low,13,Moderate
2405,45-54,₹12-25 LPA,Low,Medium,No,Property,Low,Beginner,Medium,25,Moderate
2406,35-44,₹5-12 LPA,High,Medium,Yes,ChildEdu,Medium,Advanced,Low,25,Moderate
2407,45-54,₹5-12 LPA,Medium,Medium,Yes,Wealth,High,Advanced,Medium,7,Moderate
2408,45-54,₹5-12 LPA,Medium,Medium,Yes,Retirement,Medium,Intermediate,Medium,7,Moderate
2409,35-44,₹5-12 LPA,Medium,Medium,Yes,Wealth,Medium,Advanced,Medium,13,Moderate
2410,55+,₹5-12 LPA,High,High,Yes,Retirement,Low,Beginner,High,25,Conservative
2411,25-34,< ₹5 LPA,Low,Medium,Yes,Wealth,Medium,Advanced,High,13,Moderate
2412,18-24,< ₹5 LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,High,18,Moderate
2413,25-34,< ₹5 LPA,High,High,Yes,Property,High,Intermediate,Low,25,Moderate
2414,18-24,₹25+ LPA,Medium,Low,Yes,Wealth,Medium,Intermediate,Medium,25,Moderate
2415,35-44,₹25+ LPA,Low,Low,Yes,Property,Medium,Beginner,Low,18,Moderate
2416,55+,₹5-12 LPA,Medium,Medium,Yes,Business,Medium,Beginner,Low,13,Conservative
2417,18-24,₹12-25 LPA,Medium,Medium,No,Wealth,Medium,Beginner,Medium,25,Moderate
2418,18-24,₹5-12 LPA,High,High,Yes,Business,High,Advanced,Medium,18,Moderate
2419,35-44,₹5-12 LPA,Medium,Medium,No,Wealth,Medium,Beginner,Low,25,Moderate
2420,55+,₹12-25 LPA,Medium,Medium,Yes,ChildEdu,High,Intermediate,High,13,Conservative
2421,25-34,₹25+ LPA,High,Medium,No,Retirement,Medium,Intermediate,High,18,Moderate
2422,35-44,₹5-12 LPA,Medium,Low,Yes,Retirement,Low,Beginner,Low,7,Conservative
2423,18-24,₹12-25 LPA,Low,Medium,No,Retirement,Medium,Beginner,Medium,7,Moderate
2424,18-24,< ₹5 LPA,Low,High,Yes,Retirement,Low,Intermediate,High,25,Conservative
2425,55+,₹25+ LPA,Medium,Low,No,Property,Low,Beginner,Medium,18,Conservative
2426,55+,< ₹5 LPA,Low,Medium,Yes,Retirement,Medium,Intermediate,Medium,18,Conservative
2427,18-24,₹5-12 LPA,High,Medium,Yes,Retirement,Medium,Beginner,Low,7,Moderate
2428,55+,₹5-12 LPA,Medium,Low,No,Retirement,Medium,Beginner,Low,18,Conservative
2429,35-44,₹5-12 LPA,Low,Low,Yes,Wealth,Low,Intermediate,Low,13,Moderate
2430,55+,< ₹5 LPA,Medium,High,Yes,Property,Medium,Beginner,High,18,Conservative
2431,35-44,₹25+ LPA,Medium,Low,Yes,ChildEdu,Medium,Advanced,Low,7,Moderate
2432,35-44,< ₹5 LPA,High,Low,No,Wealth,High,Advanced,Low,25,Moderate
2433,35-44,₹5-12 LPA,High,Low,No,Retirement,Medium,Beginner,Low,25,Moderate
2434,45-54,< ₹5 LPA,Medium,Medium,Yes,Other,Medium,Beginner,High,7,Moderate
2435,18-24,₹5-12 LPA,Medium,Medium,No,Marriage,Low,Beginner,Low,13,Moderate
2436,18-24,₹5-12 LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,Medium,18,Moderate
2437,25-34,₹5-12 LPA,Medium,Low,Yes,Marriage,Medium,Intermediate,Medium,18,Moderate
2438,45-54,< ₹5 LPA,Low,High,No,Wealth,High,Advanced,Medium,25,Conservative
2439,25-34,< ₹5 LPA,Low,Low,No,ChildEdu,Low,Beginner,Low,18,Conservative
2440,45-54,₹5-12 LPA,Medium,Low,No,Wealth,Medium,Beginner,Low,13,Moderate
2441,55+,₹12-25 LPA,Low,Medium,Yes,Retirement,Medium,Beginner,High,13,Conservative
2442,18-24,₹12-25 LPA,Low,Low,Yes,ChildEdu,Low,Beginner,High,7,Conservative
2443,45-54,< ₹5 LPA,Medium,High,Yes,Retirement,Medium,Intermediate,Medium,7,Moderate
2444,35-44,₹5-12 LPA,Low,High,Yes,Retirement,High,Intermediate,Low,18,Conservative
2445,55+,< ₹5 LPA,Medium,Low,Yes,Retirement,Medium,Beginner,Low,3,Conservative
2446,25-34,< ₹5 LPA,Medium,High,No,Wealth,High,Beginner,High,25,Moderate
2447,45-54,₹5-12 LPA,High,Medium,No,Retirement,Low,Advanced,Medium,25,Conservative
2448,45-54,₹5-12 LPA,Medium,High,Yes,ChildEdu,Medium,Beginner,High,25,Moderate
2449,55+,< ₹5 LPA,Low,Low,Yes,Property,Medium,Advanced,Medium,25,Conservative
2450,45-54,< ₹5 LPA,Medium,Medium,No,Wealth,Medium,Beginner,High,13,Moderate
2451,35-44,< ₹5 LPA,High,Low,Yes,Other,High,Advanced,High,25,Moderate
2452,35-44,₹12-25 LPA,High,High,No,Wealth,Low,Intermediate,High,7,Conservative
2453,55+,₹25+ LPA,Medium,Low,Yes,Other,High,Beginner,Medium,3,Conservative
2454,35-44,< ₹5 LPA,Medium,Medium,Yes,Wealth,Medium,Advanced,Medium,25,Moderate
2455,18-24,< ₹5 LPA,High,Low,No,Other,Low,Intermediate,Medium,3,Conservative
2456,55+,₹12-25 LPA,Low,Low,Yes,Business,High,Beginner,Medium,25,Conservative
2457,45-54,₹25+ LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,Medium,18,Moderate
2458,45-54,₹5-12 LPA,Medium,High,Yes,ChildEdu,High,Intermediate,Low,25,Moderate
2459,25-34,< ₹5 LPA,Low,Medium,No,Marriage,Medium,Intermediate,Medium,7,Moderate
2460,45-54,< ₹5 LPA,Medium,High,No,ChildEdu,High,Intermediate,Medium,18,Aggressive
2461,25-34,₹5-12 LPA,Low,Low,Yes,ChildEdu,Medium,Intermediate,Medium,3,Conservative
2462,45-54,₹5-12 LPA,Medium,Medium,Yes,Property,Low,Intermediate,Low,25,Conservative
2463,18-24,< ₹5 LPA,High,Medium,No,Wealth,Medium,Intermediate,Medium,7,Moderate
2464,45-54,₹5-12 LPA,Low,Low,Yes,Retirement,Low,Intermediate,Low,18,Conservative
2465,55+,< ₹5 LPA,High,Medium,No,Wealth,Medium,Beginner,High,7,Conservative
2466,18-24,₹12-25 LPA,Low,Medium,Yes,Business,Low,Advanced,Medium,3,Conservative
2467,55+,₹5-12 LPA,Medium,Medium,Yes,Other,Low,Beginner,Low,13,Conservative
2468,35-44,< ₹5 LPA,Low,Medium,No,Wealth,Low,Beginner,Low,7,Conservative
2469,55+,₹5-12 LPA,High,Medium,Yes,Wealth,Medium,Intermediate,Medium,25,Conservative
2470,45-54,₹5-12 LPA,Medium,Low,No,Property,Medium,Beginner,Low,7,Moderate
2471,35-44,₹25+ LPA,Medium,Low,Yes,Retirement,Medium,Beginner,High,13,Moderate
2472,45-54,₹5-12 LPA,High,Medium,Yes,Property,Low,Beginner,Medium,18,Conservative
2473,55+,< ₹5 LPA,Medium,Low,No,Wealth,Medium,Intermediate,Low,7,Conservative
2474,35-44,₹12-25 LPA,High,Low,Yes,Wealth,Medium,Advanced,Medium,13,Moderate
2475,25-34,< ₹5 LPA,Medium,Medium,No,Wealth,Medium,Intermediate,Low,25,Moderate
2476,45-54,₹25+ LPA,High,Medium,Yes,Retirement,High,Intermediate,High,7,Moderate
2477,45-54,₹5-12 LPA,Medium,Low,No,Property,Medium,Beginner,Medium,3,Conservative
2478,45-54,₹5-12 LPA,Low,Medium,No,ChildEdu,Medium,Beginner,High,13,Moderate
2479,45-54,< ₹5 LPA,Medium,Medium,Yes,Retirement,Low,Beginner,Medium,13,Conservative
2480,35-44,₹5-12 LPA,Low,Low,No,Retirement,Low,Beginner,High,18,Moderate
2481,45-54,₹12-25 LPA,Medium,Medium,No,Retirement,High,Beginner,Low,13,Moderate
2482,18-24,₹12-25 LPA,Medium,Medium,Yes,Wealth,High,Beginner,Medium,25,Moderate
2483,35-44,< ₹5 LPA,Medium,Medium,Yes,ChildEdu,Low,Beginner,High,3,Conservative
2484,18-24,< ₹5 LPA,Low,Medium,Yes,ChildEdu,Medium,Intermediate,Medium,13,Moderate
2485,25-34,₹12-25 LPA,Low,Low,Yes,Other,Medium,Advanced,Low,13,Moderate
2486,25-34,₹25+ LPA,Medium,Medium,Yes,ChildEdu,Medium,Advanced,Medium,18,Moderate
2487,25-34,< ₹5 LPA,High,Low,Yes,Retirement,High,Intermediate,Low,25,Moderate
2488,45-54,₹5-12 LPA,Medium,High,Yes,ChildEdu,Low,Beginner,Medium,18,Conservative
2489,25-34,₹5-12 LPA,Medium,High,No,Retirement,Medium,Intermediate,Medium,25,Moderate
2490,35-44,₹12-25 LPA,Medium,Medium,Yes,Retirement,Low,Beginner,Medium,13,Conservative
2491,25-34,< ₹5 LPA,Medium,Low,No,Retirement,Medium,Intermediate,Low,3,Conservative
2492,25-34,< ₹5 LPA,Low,Low,Yes,Property,Low,Intermediate,Medium,7,Moderate
2493,25-34,₹12-25 LPA,Medium,Low,Yes,Retirement,High,Intermediate,Low,13,Aggressive
2494,18-24,< ₹5 LPA,Low,Medium,No,ChildEdu,Medium,Advanced,High,13,Moderate
2495,35-44,₹5-12 LPA,High,Low,Yes,Wealth,High,Intermediate,Low,3,Conservative
2496,45-54,₹5-12 LPA,Low,Medium,Yes,ChildEdu,Low,Intermediate,High,13,Conservative
2497,35-44,₹5-12 LPA,Medium,Low,Yes,Wealth,Low,Beginner,Medium,13,Conservative
2498,35-44,₹5-12 LPA,Low,High,Yes,Property,Low,Advanced,Medium,7,Conservative
2499,25-34,₹5-12 LPA,Low,Low,Yes,ChildEdu,Medium,Beginner,Low,7,Moderate
2500,55+,< ₹5 LPA,Medium,High,No,Wealth,High,Advanced,Medium,25,Conservative
2501,35-44,₹5-12 LPA,Low,High,Yes,Retirement,Medium,Beginner,Medium,13,Conservative
2502,35-44,₹12-25 LPA,Low,Medium,No,Retirement,Low,Beginner,Medium,25,Moderate
2503,18-24,₹12-25 LPA,Medium,Medium,No,Marriage,Low,Advanced,Low,18,Conservative
2504,25-34,< ₹5 LPA,Low,Medium,Yes,Property,Low,Beginner,High,13,Conservative
2505,25-34,< ₹5 LPA,Low,Medium,Yes,Wealth,Medium,Advanced,High,7,Moderate
2506,25-34,< ₹5 LPA,High,Low,No,Wealth,Medium,Beginner,Medium,13,Moderate
2507,35-44,₹5-12 LPA,Medium,Low,No,ChildEdu,Medium,Advanced,Medium,18,Moderate
2508,35-44,₹5-12 LPA,High,Medium,Yes,Property,Medium,Intermediate,Medium,13,Moderate
